"","variable","activity","subject","mean"
"8740","tBodyGyroJerk-std-X","WALKING_DOWNSTAIRS","13",-0.463736674255319
"8741","tBodyGyroJerk-std-Y","WALKING_DOWNSTAIRS","13",-0.259163248340426
"8742","tBodyGyroJerk-std-Z","WALKING_DOWNSTAIRS","13",-0.367089485595745
"8743","tBodyAccMag-mean","WALKING_DOWNSTAIRS","13",-0.0294634299553191
"8744","tBodyAccMag-std","WALKING_DOWNSTAIRS","13",-0.0156098198829787
"8745","tGravityAccMag-mean","WALKING_DOWNSTAIRS","13",-0.0294634299553191
"8746","tGravityAccMag-std","WALKING_DOWNSTAIRS","13",-0.0156098198829787
"8747","tBodyAccJerkMag-mean","WALKING_DOWNSTAIRS","13",-0.127926051502128
"8748","tBodyAccJerkMag-std","WALKING_DOWNSTAIRS","13",-0.0433959844
"8749","tBodyGyroMag-mean","WALKING_DOWNSTAIRS","13",-0.102114480531915
"8750","tBodyGyroMag-std","WALKING_DOWNSTAIRS","13",-0.236762631468085
"8751","tBodyGyroJerkMag-mean","WALKING_DOWNSTAIRS","13",-0.323552439276596
"8752","tBodyGyroJerkMag-std","WALKING_DOWNSTAIRS","13",-0.27649151037234
"8753","fBodyAcc-mean-X","WALKING_DOWNSTAIRS","13",-0.0726602663212766
"8754","fBodyAcc-mean-Y","WALKING_DOWNSTAIRS","13",-0.0364535247659574
"8755","fBodyAcc-mean-Z","WALKING_DOWNSTAIRS","13",-0.151178724793617
"8756","fBodyAcc-std-X","WALKING_DOWNSTAIRS","13",-0.0680436217021277
"8757","fBodyAcc-std-Y","WALKING_DOWNSTAIRS","13",-0.0924444167085106
"8758","fBodyAcc-std-Z","WALKING_DOWNSTAIRS","13",-0.233315176510213
"8759","fBodyAccJerk-mean-X","WALKING_DOWNSTAIRS","13",-0.11485155627234
"8760","fBodyAccJerk-mean-Y","WALKING_DOWNSTAIRS","13",-0.207812348246809
"8761","fBodyAccJerk-mean-Z","WALKING_DOWNSTAIRS","13",-0.276138039897872
"8762","fBodyAccJerk-std-X","WALKING_DOWNSTAIRS","13",-0.114744976032191
"8763","fBodyAccJerk-std-Y","WALKING_DOWNSTAIRS","13",-0.141775116319149
"8764","fBodyAccJerk-std-Z","WALKING_DOWNSTAIRS","13",-0.356579475531915
"8765","fBodyGyro-mean-X","WALKING_DOWNSTAIRS","13",-0.319677124659574
"8766","fBodyGyro-mean-Y","WALKING_DOWNSTAIRS","13",-0.133828886725532
"8767","fBodyGyro-mean-Z","WALKING_DOWNSTAIRS","13",-0.212906662531915
"8768","fBodyGyro-std-X","WALKING_DOWNSTAIRS","13",-0.452190386808511
"8769","fBodyGyro-std-Y","WALKING_DOWNSTAIRS","13",-0.24966032923617
"8770","fBodyGyro-std-Z","WALKING_DOWNSTAIRS","13",-0.427008254255319
"8771","fBodyAccMag-mean","WALKING_DOWNSTAIRS","13",0.0528791880659574
"8772","fBodyAccMag-std","WALKING_DOWNSTAIRS","13",-0.210912766382979
"8773","fBodyBodyAccJerkMag-mean","WALKING_DOWNSTAIRS","13",-0.0282156656914894
"8774","fBodyBodyAccJerkMag-std","WALKING_DOWNSTAIRS","13",-0.0709893839055319
"8775","fBodyBodyGyroMag-mean","WALKING_DOWNSTAIRS","13",-0.206121707212766
"8776","fBodyBodyGyroMag-std","WALKING_DOWNSTAIRS","13",-0.400560061212766
"8777","fBodyBodyGyroJerkMag-mean","WALKING_DOWNSTAIRS","13",-0.266399903210638
"8778","fBodyBodyGyroJerkMag-std","WALKING_DOWNSTAIRS","13",-0.343094861202128
"8779","tBodyAcc-mean-X","WALKING_DOWNSTAIRS","14",0.293422115555556
"8780","tBodyAcc-mean-Y","WALKING_DOWNSTAIRS","14",-0.0200141413657778
"8781","tBodyAcc-mean-Z","WALKING_DOWNSTAIRS","14",-0.0928330165533333
"8782","tBodyAcc-std-X","WALKING_DOWNSTAIRS","14",0.0178313402266667
"8783","tBodyAcc-std-Y","WALKING_DOWNSTAIRS","14",0.378870491755556
"8784","tBodyAcc-std-Z","WALKING_DOWNSTAIRS","14",0.451576075111111
"8785","tGravityAcc-mean-X","WALKING_DOWNSTAIRS","14",0.81629643
"8786","tGravityAcc-mean-Y","WALKING_DOWNSTAIRS","14",-0.264254674666667
"8787","tGravityAcc-mean-Z","WALKING_DOWNSTAIRS","14",-0.392555882222222
"8788","tGravityAcc-std-X","WALKING_DOWNSTAIRS","14",-0.919098794
"8789","tGravityAcc-std-Y","WALKING_DOWNSTAIRS","14",-0.920725940666667
"8790","tGravityAcc-std-Z","WALKING_DOWNSTAIRS","14",-0.879565316666667
"8791","tBodyAccJerk-mean-X","WALKING_DOWNSTAIRS","14",0.0428631626711111
"8792","tBodyAccJerk-mean-Y","WALKING_DOWNSTAIRS","14",0.0291339421022222
"8793","tBodyAccJerk-mean-Z","WALKING_DOWNSTAIRS","14",0.0104952601188889
"8794","tBodyAccJerk-std-X","WALKING_DOWNSTAIRS","14",0.0129597549231111
"8795","tBodyAccJerk-std-Y","WALKING_DOWNSTAIRS","14",0.192791766468889
"8796","tBodyAccJerk-std-Z","WALKING_DOWNSTAIRS","14",-0.133634060621778
"8797","tBodyGyro-mean-X","WALKING_DOWNSTAIRS","14",-0.0147079653333333
"8798","tBodyGyro-mean-Y","WALKING_DOWNSTAIRS","14",-0.0945288409066667
"8799","tBodyGyro-mean-Z","WALKING_DOWNSTAIRS","14",0.0353344537555556
"8800","tBodyGyro-std-X","WALKING_DOWNSTAIRS","14",-0.354551638377778
"8801","tBodyGyro-std-Y","WALKING_DOWNSTAIRS","14",0.0569902222622222
"8802","tBodyGyro-std-Z","WALKING_DOWNSTAIRS","14",0.356198597177778
"8803","tBodyGyroJerk-mean-X","WALKING_DOWNSTAIRS","14",-0.108620377713333
"8804","tBodyGyroJerk-mean-Y","WALKING_DOWNSTAIRS","14",-0.0740589810844444
"8805","tBodyGyroJerk-mean-Z","WALKING_DOWNSTAIRS","14",-0.0615978795422222
"8806","tBodyGyroJerk-std-X","WALKING_DOWNSTAIRS","14",-0.537002097555556
"8807","tBodyGyroJerk-std-Y","WALKING_DOWNSTAIRS","14",-0.284318020488889
"8808","tBodyGyroJerk-std-Z","WALKING_DOWNSTAIRS","14",0.0913857550044444
"8809","tBodyAccMag-mean","WALKING_DOWNSTAIRS","14",0.185537706866667
"8810","tBodyAccMag-std","WALKING_DOWNSTAIRS","14",0.428405922622222
"8811","tGravityAccMag-mean","WALKING_DOWNSTAIRS","14",0.185537706866667
"8812","tGravityAccMag-std","WALKING_DOWNSTAIRS","14",0.428405922622222
"8813","tBodyAccJerkMag-mean","WALKING_DOWNSTAIRS","14",0.0353601375466667
"8814","tBodyAccJerkMag-std","WALKING_DOWNSTAIRS","14",0.194708838913556
"8815","tBodyGyroMag-mean","WALKING_DOWNSTAIRS","14",0.166340011842444
"8816","tBodyGyroMag-std","WALKING_DOWNSTAIRS","14",-0.0665144570666667
"8817","tBodyGyroJerkMag-mean","WALKING_DOWNSTAIRS","14",-0.275120883488889
"8818","tBodyGyroJerkMag-std","WALKING_DOWNSTAIRS","14",-0.274744003577778
"8819","fBodyAcc-mean-X","WALKING_DOWNSTAIRS","14",0.0212541553977778
"8820","fBodyAcc-mean-Y","WALKING_DOWNSTAIRS","14",0.3714824704
"8821","fBodyAcc-mean-Z","WALKING_DOWNSTAIRS","14",0.280735952206667
"8822","fBodyAcc-std-X","WALKING_DOWNSTAIRS","14",0.0140826092322222
"8823","fBodyAcc-std-Y","WALKING_DOWNSTAIRS","14",0.29363389996
"8824","fBodyAcc-std-Z","WALKING_DOWNSTAIRS","14",0.427563832371111
"8825","fBodyAccJerk-mean-X","WALKING_DOWNSTAIRS","14",-0.0337820458644444
"8826","fBodyAccJerk-mean-Y","WALKING_DOWNSTAIRS","14",0.164775056133333
"8827","fBodyAccJerk-mean-Z","WALKING_DOWNSTAIRS","14",-0.0248789805888889
"8828","fBodyAccJerk-std-X","WALKING_DOWNSTAIRS","14",-0.0302396365755556
"8829","fBodyAccJerk-std-Y","WALKING_DOWNSTAIRS","14",0.138737970022222
"8830","fBodyAccJerk-std-Z","WALKING_DOWNSTAIRS","14",-0.244857128202222
"8831","fBodyGyro-mean-X","WALKING_DOWNSTAIRS","14",-0.295315541666667
"8832","fBodyGyro-mean-Y","WALKING_DOWNSTAIRS","14",0.0132082347333333
"8833","fBodyGyro-mean-Z","WALKING_DOWNSTAIRS","14",0.492414379822222
"8834","fBodyGyro-std-X","WALKING_DOWNSTAIRS","14",-0.378882872733333
"8835","fBodyGyro-std-Y","WALKING_DOWNSTAIRS","14",0.0741391154937778
"8836","fBodyGyro-std-Z","WALKING_DOWNSTAIRS","14",0.182794696328889
"8837","fBodyAccMag-mean","WALKING_DOWNSTAIRS","14",0.471905155133333
"8838","fBodyAccMag-std","WALKING_DOWNSTAIRS","14",0.178684580868889
"8839","fBodyBodyAccJerkMag-mean","WALKING_DOWNSTAIRS","14",0.186223478065556
"8840","fBodyBodyAccJerkMag-std","WALKING_DOWNSTAIRS","14",0.194263424111111
"8841","fBodyBodyGyroMag-mean","WALKING_DOWNSTAIRS","14",-0.0787568406777778
"8842","fBodyBodyGyroMag-std","WALKING_DOWNSTAIRS","14",-0.223927430580444
"8843","fBodyBodyGyroJerkMag-mean","WALKING_DOWNSTAIRS","14",-0.254747132274667
"8844","fBodyBodyGyroJerkMag-std","WALKING_DOWNSTAIRS","14",-0.356849425488889
"8845","tBodyAcc-mean-X","WALKING_DOWNSTAIRS","15",0.280198851190476
"8846","tBodyAcc-mean-Y","WALKING_DOWNSTAIRS","15",-0.00563047804309524
"8847","tBodyAcc-mean-Z","WALKING_DOWNSTAIRS","15",-0.110526066428571
"8848","tBodyAcc-std-X","WALKING_DOWNSTAIRS","15",0.406471051190476
"8849","tBodyAcc-std-Y","WALKING_DOWNSTAIRS","15",0.186532377428571
"8850","tBodyAcc-std-Z","WALKING_DOWNSTAIRS","15",-0.281982181666667
"8851","tGravityAcc-mean-X","WALKING_DOWNSTAIRS","15",0.932302200476191
"8852","tGravityAcc-mean-Y","WALKING_DOWNSTAIRS","15",-0.167462317142857
"8853","tGravityAcc-mean-Z","WALKING_DOWNSTAIRS","15",0.0788822410992857
"8854","tGravityAcc-std-X","WALKING_DOWNSTAIRS","15",-0.942806478333333
"8855","tGravityAcc-std-Y","WALKING_DOWNSTAIRS","15",-0.925685893571429
"8856","tGravityAcc-std-Z","WALKING_DOWNSTAIRS","15",-0.93400831
"8857","tBodyAccJerk-mean-X","WALKING_DOWNSTAIRS","15",0.0711457160166667
"8858","tBodyAccJerk-mean-Y","WALKING_DOWNSTAIRS","15",0.01511589985
"8859","tBodyAccJerk-mean-Z","WALKING_DOWNSTAIRS","15",-0.0100212901547619
"8860","tBodyAccJerk-std-X","WALKING_DOWNSTAIRS","15",0.134593836190476
"8861","tBodyAccJerk-std-Y","WALKING_DOWNSTAIRS","15",0.0158059210738095
"8862","tBodyAccJerk-std-Z","WALKING_DOWNSTAIRS","15",-0.404005582309524
"8863","tBodyGyro-mean-X","WALKING_DOWNSTAIRS","15",-0.136618653071429
"8864","tBodyGyro-mean-Y","WALKING_DOWNSTAIRS","15",-0.0346755727619048
"8865","tBodyGyro-mean-Z","WALKING_DOWNSTAIRS","15",0.0711758197607143
"8866","tBodyGyro-std-X","WALKING_DOWNSTAIRS","15",-0.318692525928571
"8867","tBodyGyro-std-Y","WALKING_DOWNSTAIRS","15",-0.37320816
"8868","tBodyGyro-std-Z","WALKING_DOWNSTAIRS","15",-0.250648085714286
"8869","tBodyGyroJerk-mean-X","WALKING_DOWNSTAIRS","15",-0.0482532079928571
"8870","tBodyGyroJerk-mean-Y","WALKING_DOWNSTAIRS","15",-0.0495415503071429
"8871","tBodyGyroJerk-mean-Z","WALKING_DOWNSTAIRS","15",-0.0339213064857143
"8872","tBodyGyroJerk-std-X","WALKING_DOWNSTAIRS","15",-0.455980756428571
"8873","tBodyGyroJerk-std-Y","WALKING_DOWNSTAIRS","15",-0.574964116428571
"8874","tBodyGyroJerk-std-Z","WALKING_DOWNSTAIRS","15",-0.394542240714286
"8875","tBodyAccMag-mean","WALKING_DOWNSTAIRS","15",0.320449387166667
"8876","tBodyAccMag-std","WALKING_DOWNSTAIRS","15",0.353204008095238
"8877","tGravityAccMag-mean","WALKING_DOWNSTAIRS","15",0.320449387166667
"8878","tGravityAccMag-std","WALKING_DOWNSTAIRS","15",0.353204008095238
"8879","tBodyAccJerkMag-mean","WALKING_DOWNSTAIRS","15",-0.0372666071540476
"8880","tBodyAccJerkMag-std","WALKING_DOWNSTAIRS","15",0.159631710516667
"8881","tBodyGyroMag-mean","WALKING_DOWNSTAIRS","15",-0.121686320740476
"8882","tBodyGyroMag-std","WALKING_DOWNSTAIRS","15",-0.284249712071429
"8883","tBodyGyroJerkMag-mean","WALKING_DOWNSTAIRS","15",-0.509466648095238
"8884","tBodyGyroJerkMag-std","WALKING_DOWNSTAIRS","15",-0.563640131190476
"8885","fBodyAcc-mean-X","WALKING_DOWNSTAIRS","15",0.235309825547619
"8886","fBodyAcc-mean-Y","WALKING_DOWNSTAIRS","15",0.167518099964286
"8887","fBodyAcc-mean-Z","WALKING_DOWNSTAIRS","15",-0.259812204547619
"8888","fBodyAcc-std-X","WALKING_DOWNSTAIRS","15",0.466325681428571
"8889","fBodyAcc-std-Y","WALKING_DOWNSTAIRS","15",0.1199936036
"8890","fBodyAcc-std-Z","WALKING_DOWNSTAIRS","15",-0.357407559285714
"8891","fBodyAccJerk-mean-X","WALKING_DOWNSTAIRS","15",0.0619687485333333
"8892","fBodyAccJerk-mean-Y","WALKING_DOWNSTAIRS","15",-0.0269769415214286
"8893","fBodyAccJerk-mean-Z","WALKING_DOWNSTAIRS","15",-0.345376541261905
"8894","fBodyAccJerk-std-X","WALKING_DOWNSTAIRS","15",0.108062740547619
"8895","fBodyAccJerk-std-Y","WALKING_DOWNSTAIRS","15",-0.00722860241119048
"8896","fBodyAccJerk-std-Z","WALKING_DOWNSTAIRS","15",-0.461599141904762
"8897","fBodyGyro-mean-X","WALKING_DOWNSTAIRS","15",-0.22735956545
"8898","fBodyGyro-mean-Y","WALKING_DOWNSTAIRS","15",-0.402332301666667
"8899","fBodyGyro-mean-Z","WALKING_DOWNSTAIRS","15",-0.18319480152381
"8900","fBodyGyro-std-X","WALKING_DOWNSTAIRS","15",-0.351630000285714
"8901","fBodyGyro-std-Y","WALKING_DOWNSTAIRS","15",-0.360972848571429
"8902","fBodyGyro-std-Z","WALKING_DOWNSTAIRS","15",-0.3436733
"8903","fBodyAccMag-mean","WALKING_DOWNSTAIRS","15",0.331150229285714
"8904","fBodyAccMag-std","WALKING_DOWNSTAIRS","15",0.153124178119048
"8905","fBodyBodyAccJerkMag-mean","WALKING_DOWNSTAIRS","15",0.158413334683333
"8906","fBodyBodyAccJerkMag-std","WALKING_DOWNSTAIRS","15",0.1505077506
"8907","fBodyBodyGyroMag-mean","WALKING_DOWNSTAIRS","15",-0.373898631190476
"8908","fBodyBodyGyroMag-std","WALKING_DOWNSTAIRS","15",-0.34938720602381
"8909","fBodyBodyGyroJerkMag-mean","WALKING_DOWNSTAIRS","15",-0.565396130714286
"8910","fBodyBodyGyroJerkMag-std","WALKING_DOWNSTAIRS","15",-0.593472444285714
"8911","tBodyAcc-mean-X","WALKING_DOWNSTAIRS","16",0.295586802191489
"8912","tBodyAcc-mean-Y","WALKING_DOWNSTAIRS","16",-0.0183898583787234
"8913","tBodyAcc-mean-Z","WALKING_DOWNSTAIRS","16",-0.119873705148936
"8914","tBodyAcc-std-X","WALKING_DOWNSTAIRS","16",0.207251997929787
"8915","tBodyAcc-std-Y","WALKING_DOWNSTAIRS","16",-0.146993837655319
"8916","tBodyAcc-std-Z","WALKING_DOWNSTAIRS","16",0.0114353944787234
"8917","tGravityAcc-mean-X","WALKING_DOWNSTAIRS","16",0.917818427021277
"8918","tGravityAcc-mean-Y","WALKING_DOWNSTAIRS","16",-0.0584832676382979
"8919","tGravityAcc-mean-Z","WALKING_DOWNSTAIRS","16",-0.225382496382979
"8920","tGravityAcc-std-X","WALKING_DOWNSTAIRS","16",-0.957785118085106
"8921","tGravityAcc-std-Y","WALKING_DOWNSTAIRS","16",-0.955487793617021
"8922","tGravityAcc-std-Z","WALKING_DOWNSTAIRS","16",-0.910588943191489
"8923","tBodyAccJerk-mean-X","WALKING_DOWNSTAIRS","16",0.0907857064255319
"8924","tBodyAccJerk-mean-Y","WALKING_DOWNSTAIRS","16",-0.0148114530276596
"8925","tBodyAccJerk-mean-Z","WALKING_DOWNSTAIRS","16",-0.029312256293617
"8926","tBodyAccJerk-std-X","WALKING_DOWNSTAIRS","16",-0.101186926595745
"8927","tBodyAccJerk-std-Y","WALKING_DOWNSTAIRS","16",-0.261684752425532
"8928","tBodyAccJerk-std-Z","WALKING_DOWNSTAIRS","16",-0.303381582831915
"8929","tBodyGyro-mean-X","WALKING_DOWNSTAIRS","16",-0.0225373369978723
"8930","tBodyGyro-mean-Y","WALKING_DOWNSTAIRS","16",-0.068264792706383
"8931","tBodyGyro-mean-Z","WALKING_DOWNSTAIRS","16",0.0835380057
"8932","tBodyGyro-std-X","WALKING_DOWNSTAIRS","16",-0.45418847106383
"8933","tBodyGyro-std-Y","WALKING_DOWNSTAIRS","16",-0.528329304680851
"8934","tBodyGyro-std-Z","WALKING_DOWNSTAIRS","16",-0.444636334893617
"8935","tBodyGyroJerk-mean-X","WALKING_DOWNSTAIRS","16",-0.103904044543617
"8936","tBodyGyroJerk-mean-Y","WALKING_DOWNSTAIRS","16",-0.0567686629753191
"8937","tBodyGyroJerk-mean-Z","WALKING_DOWNSTAIRS","16",-0.0612136932929787
"8938","tBodyGyroJerk-std-X","WALKING_DOWNSTAIRS","16",-0.623676024255319
"8939","tBodyGyroJerk-std-Y","WALKING_DOWNSTAIRS","16",-0.583421784680851
"8940","tBodyGyroJerk-std-Z","WALKING_DOWNSTAIRS","16",-0.540633469361702
"8941","tBodyAccMag-mean","WALKING_DOWNSTAIRS","16",0.191079793587447
"8942","tBodyAccMag-std","WALKING_DOWNSTAIRS","16",0.119183740638298
"8943","tGravityAccMag-mean","WALKING_DOWNSTAIRS","16",0.191079793587447
"8944","tGravityAccMag-std","WALKING_DOWNSTAIRS","16",0.119183740638298
"8945","tBodyAccJerkMag-mean","WALKING_DOWNSTAIRS","16",-0.165908810808511
"8946","tBodyAccJerkMag-std","WALKING_DOWNSTAIRS","16",-0.0783498875595745
"8947","tBodyGyroMag-mean","WALKING_DOWNSTAIRS","16",-0.309820427234043
"8948","tBodyGyroMag-std","WALKING_DOWNSTAIRS","16",-0.422315316808511
"8949","tBodyGyroJerkMag-mean","WALKING_DOWNSTAIRS","16",-0.590896636382979
"8950","tBodyGyroJerkMag-std","WALKING_DOWNSTAIRS","16",-0.595822214468085
"8951","fBodyAcc-mean-X","WALKING_DOWNSTAIRS","16",0.0368263528276596
"8952","fBodyAcc-mean-Y","WALKING_DOWNSTAIRS","16",-0.134598352726809
"8953","fBodyAcc-mean-Z","WALKING_DOWNSTAIRS","16",-0.04769426376
"8954","fBodyAcc-std-X","WALKING_DOWNSTAIRS","16",0.266115492098298
"8955","fBodyAcc-std-Y","WALKING_DOWNSTAIRS","16",-0.208680587882979
"8956","fBodyAcc-std-Z","WALKING_DOWNSTAIRS","16",-0.0379716239787234
"8957","fBodyAccJerk-mean-X","WALKING_DOWNSTAIRS","16",-0.155444882765957
"8958","fBodyAccJerk-mean-Y","WALKING_DOWNSTAIRS","16",-0.289957855489362
"8959","fBodyAccJerk-mean-Z","WALKING_DOWNSTAIRS","16",-0.241974080021277
"8960","fBodyAccJerk-std-X","WALKING_DOWNSTAIRS","16",-0.125682818093191
"8961","fBodyAccJerk-std-Y","WALKING_DOWNSTAIRS","16",-0.281507406948936
"8962","fBodyAccJerk-std-Z","WALKING_DOWNSTAIRS","16",-0.36402669587234
"8963","fBodyGyro-mean-X","WALKING_DOWNSTAIRS","16",-0.420844008625532
"8964","fBodyGyro-mean-Y","WALKING_DOWNSTAIRS","16",-0.479512983617021
"8965","fBodyGyro-mean-Z","WALKING_DOWNSTAIRS","16",-0.375000625531915
"8966","fBodyGyro-std-X","WALKING_DOWNSTAIRS","16",-0.470373498510638
"8967","fBodyGyro-std-Y","WALKING_DOWNSTAIRS","16",-0.565214032765957
"8968","fBodyGyro-std-Z","WALKING_DOWNSTAIRS","16",-0.521100818723404
"8969","fBodyAccMag-mean","WALKING_DOWNSTAIRS","16",0.114032088546809
"8970","fBodyAccMag-std","WALKING_DOWNSTAIRS","16",-0.0534137179170213
"8971","fBodyBodyAccJerkMag-mean","WALKING_DOWNSTAIRS","16",-0.0745659082223404
"8972","fBodyBodyAccJerkMag-std","WALKING_DOWNSTAIRS","16",-0.0919623368021277
"8973","fBodyBodyGyroMag-mean","WALKING_DOWNSTAIRS","16",-0.488253939574468
"8974","fBodyBodyGyroMag-std","WALKING_DOWNSTAIRS","16",-0.479939845914894
"8975","fBodyBodyGyroJerkMag-mean","WALKING_DOWNSTAIRS","16",-0.58966315
"8976","fBodyBodyGyroJerkMag-std","WALKING_DOWNSTAIRS","16",-0.633479804680851
"8977","tBodyAcc-mean-X","WALKING_DOWNSTAIRS","17",0.29391828326087
"8978","tBodyAcc-mean-Y","WALKING_DOWNSTAIRS","17",-0.0167359404347826
"8979","tBodyAcc-mean-Z","WALKING_DOWNSTAIRS","17",-0.0892432745173913
"8980","tBodyAcc-std-X","WALKING_DOWNSTAIRS","17",0.187719760269565
"8981","tBodyAcc-std-Y","WALKING_DOWNSTAIRS","17",-0.0607892037384783
"8982","tBodyAcc-std-Z","WALKING_DOWNSTAIRS","17",-0.231064156615217
"8983","tGravityAcc-mean-X","WALKING_DOWNSTAIRS","17",0.928817578043478
"8984","tGravityAcc-mean-Y","WALKING_DOWNSTAIRS","17",-0.151077057652174
"8985","tGravityAcc-mean-Z","WALKING_DOWNSTAIRS","17",-0.160962985956522
"8986","tGravityAcc-std-X","WALKING_DOWNSTAIRS","17",-0.950026242173913
"8987","tGravityAcc-std-Y","WALKING_DOWNSTAIRS","17",-0.946576675652174
"8988","tGravityAcc-std-Z","WALKING_DOWNSTAIRS","17",-0.901097766521739
"8989","tBodyAccJerk-mean-X","WALKING_DOWNSTAIRS","17",0.118250858006522
"8990","tBodyAccJerk-mean-Y","WALKING_DOWNSTAIRS","17",-0.0113826178208696
"8991","tBodyAccJerk-mean-Z","WALKING_DOWNSTAIRS","17",-0.00939838078195652
"8992","tBodyAccJerk-std-X","WALKING_DOWNSTAIRS","17",-0.103436471413043
"8993","tBodyAccJerk-std-Y","WALKING_DOWNSTAIRS","17",-0.304063534173913
"8994","tBodyAccJerk-std-Z","WALKING_DOWNSTAIRS","17",-0.536331570652174
"8995","tBodyGyro-mean-X","WALKING_DOWNSTAIRS","17",0.0677728390673913
"8996","tBodyGyro-mean-Y","WALKING_DOWNSTAIRS","17",-0.123517195928261
"8997","tBodyGyro-mean-Z","WALKING_DOWNSTAIRS","17",0.0162878745776087
"8998","tBodyGyro-std-X","WALKING_DOWNSTAIRS","17",-0.370436868891304
"8999","tBodyGyro-std-Y","WALKING_DOWNSTAIRS","17",-0.459281989565217
"9000","tBodyGyro-std-Z","WALKING_DOWNSTAIRS","17",-0.468462984347826
"9001","tBodyGyroJerk-mean-X","WALKING_DOWNSTAIRS","17",-0.1077700285
"9002","tBodyGyroJerk-mean-Y","WALKING_DOWNSTAIRS","17",-0.0381702367441304
"9003","tBodyGyroJerk-mean-Z","WALKING_DOWNSTAIRS","17",-0.0582518846641304
"9004","tBodyGyroJerk-std-X","WALKING_DOWNSTAIRS","17",-0.526801825217391
"9005","tBodyGyroJerk-std-Y","WALKING_DOWNSTAIRS","17",-0.572144734130435
"9006","tBodyGyroJerk-std-Z","WALKING_DOWNSTAIRS","17",-0.542770646521739
"9007","tBodyAccMag-mean","WALKING_DOWNSTAIRS","17",0.148951103536087
"9008","tBodyAccMag-std","WALKING_DOWNSTAIRS","17",0.0914076757326087
"9009","tGravityAccMag-mean","WALKING_DOWNSTAIRS","17",0.148951103536087
"9010","tGravityAccMag-std","WALKING_DOWNSTAIRS","17",0.0914076757326087
"9011","tBodyAccJerkMag-mean","WALKING_DOWNSTAIRS","17",-0.221631694184783
"9012","tBodyAccJerkMag-std","WALKING_DOWNSTAIRS","17",-0.206576683876087
"9013","tBodyGyroMag-mean","WALKING_DOWNSTAIRS","17",-0.232641763307609
"9014","tBodyGyroMag-std","WALKING_DOWNSTAIRS","17",-0.352687281086957
"9015","tBodyGyroJerkMag-mean","WALKING_DOWNSTAIRS","17",-0.540325787826087
"9016","tBodyGyroJerkMag-std","WALKING_DOWNSTAIRS","17",-0.592319490869565
"9017","fBodyAcc-mean-X","WALKING_DOWNSTAIRS","17",-0.0226239171245652
"9018","fBodyAcc-mean-Y","WALKING_DOWNSTAIRS","17",-0.130272514565217
"9019","fBodyAcc-mean-Z","WALKING_DOWNSTAIRS","17",-0.3180818605
"9020","fBodyAcc-std-X","WALKING_DOWNSTAIRS","17",0.258941676302174
"9021","fBodyAcc-std-Y","WALKING_DOWNSTAIRS","17",-0.0860527358695652
"9022","fBodyAcc-std-Z","WALKING_DOWNSTAIRS","17",-0.245413541641304
"9023","fBodyAccJerk-mean-X","WALKING_DOWNSTAIRS","17",-0.215092049054348
"9024","fBodyAccJerk-mean-Y","WALKING_DOWNSTAIRS","17",-0.351268404347826
"9025","fBodyAccJerk-mean-Z","WALKING_DOWNSTAIRS","17",-0.498668458043478
"9026","fBodyAccJerk-std-X","WALKING_DOWNSTAIRS","17",-0.0718767032673913
"9027","fBodyAccJerk-std-Y","WALKING_DOWNSTAIRS","17",-0.298931144913043
"9028","fBodyAccJerk-std-Z","WALKING_DOWNSTAIRS","17",-0.573043711086957
"9029","fBodyGyro-mean-X","WALKING_DOWNSTAIRS","17",-0.316412962967391
"9030","fBodyGyro-mean-Y","WALKING_DOWNSTAIRS","17",-0.451126869347826
"9031","fBodyGyro-mean-Z","WALKING_DOWNSTAIRS","17",-0.403380386086957
"9032","fBodyGyro-std-X","WALKING_DOWNSTAIRS","17",-0.393194731747826
"9033","fBodyGyro-std-Y","WALKING_DOWNSTAIRS","17",-0.469390428043478
"9034","fBodyGyro-std-Z","WALKING_DOWNSTAIRS","17",-0.540949520217391
"9035","fBodyAccMag-mean","WALKING_DOWNSTAIRS","17",0.0580680522108696
"9036","fBodyAccMag-std","WALKING_DOWNSTAIRS","17",-0.0618876767130435
"9037","fBodyBodyAccJerkMag-mean","WALKING_DOWNSTAIRS","17",-0.188680399771739
"9038","fBodyBodyAccJerkMag-std","WALKING_DOWNSTAIRS","17",-0.236538515947826
"9039","fBodyBodyGyroMag-mean","WALKING_DOWNSTAIRS","17",-0.40943875826087
"9040","fBodyBodyGyroMag-std","WALKING_DOWNSTAIRS","17",-0.428868687826087
"9041","fBodyBodyGyroJerkMag-mean","WALKING_DOWNSTAIRS","17",-0.57734888
"9042","fBodyBodyGyroJerkMag-std","WALKING_DOWNSTAIRS","17",-0.643399203913044
"9043","tBodyAcc-mean-X","WALKING_DOWNSTAIRS","18",0.288439468909091
"9044","tBodyAcc-mean-Y","WALKING_DOWNSTAIRS","18",-0.0168666920221818
"9045","tBodyAcc-mean-Z","WALKING_DOWNSTAIRS","18",-0.1033908092
"9046","tBodyAcc-std-X","WALKING_DOWNSTAIRS","18",-0.302634565090909
"9047","tBodyAcc-std-Y","WALKING_DOWNSTAIRS","18",-0.254214045818182
"9048","tBodyAcc-std-Z","WALKING_DOWNSTAIRS","18",-0.418610127454545
"9049","tGravityAcc-mean-X","WALKING_DOWNSTAIRS","18",0.932277478363636
